loss,accuracy,val_loss,val_accuracy,lr
2.3388149738311768,0.474735289812088,11.180846214294434,0.10175857692956924,0.001
2.123682737350464,0.6127325892448425,21.211071014404297,0.13413700461387634,0.001
2.0167181491851807,0.6397378444671631,4.5867743492126465,0.6923443078994751,0.001
1.95815908908844,0.6517288088798523,2.2900848388671875,0.531388521194458,0.001
1.9077578783035278,0.6609140634536743,2.6989471912384033,0.46691179275512695,0.001
1.8919193744659424,0.6572865843772888,2.0573747158050537,0.5503849387168884,0.001
1.8596479892730713,0.6660386919975281,1.954012155532837,0.5276063084602356,0.001
1.8491779565811157,0.6658502817153931,2.4888954162597656,0.35909923911094666,0.001
1.8209688663482666,0.6700147986412048,2.332085371017456,0.43060004711151123,0.001
1.823973298072815,0.6674985289573669,2.120856285095215,0.4240708649158478,0.001
1.7732959985733032,0.6773356795310974,1.8773752450942993,0.6141546368598938,0.0005
1.764971375465393,0.6800441741943359,1.7828350067138672,0.6438127160072327,0.0005
1.7513691186904907,0.6789554357528687,1.7717056274414062,0.6744691133499146,0.0005
1.7584186792373657,0.6798321008682251,1.8767331838607788,0.6347986459732056,0.0005
1.747137427330017,0.681185245513916,1.863734245300293,0.6122533679008484,0.0005
1.7186678647994995,0.6838952898979187,1.7949105501174927,0.6476019024848938,0.0005
1.7037501335144043,0.6914563775062561,1.7344720363616943,0.6990034580230713,0.00025
1.6739270687103271,0.6957458257675171,1.7270692586898804,0.6982940435409546,0.00025
1.6801416873931885,0.689801037311554,1.717280387878418,0.6832621097564697,0.00025
1.6725016832351685,0.6948637962341309,1.7365859746932983,0.6979361772537231,0.00025
1.6824895143508911,0.6921722888946533,1.7408643960952759,0.6606770753860474,0.00025
1.639182209968567,0.6963270306587219,1.7169560194015503,0.6941064596176147,0.00025
1.6272770166397095,0.7058966755867004,1.719793677330017,0.6686185002326965,0.00025
1.6283817291259766,0.6997458934783936,1.7359715700149536,0.6782003045082092,0.00025
1.6462759971618652,0.6957274675369263,1.7419068813323975,0.672497034072876,0.00025
1.6030058860778809,0.7077893018722534,1.6614139080047607,0.7084352970123291,0.000125
1.566098928451538,0.7169977426528931,1.6682511568069458,0.7070597410202026,0.000125
1.5679887533187866,0.7163776159286499,1.6626900434494019,0.7072226405143738,0.000125
1.55197274684906,0.7164567708969116,1.6595672369003296,0.702663242816925,0.000125
1.5516618490219116,0.7188026309013367,1.650153398513794,0.706746518611908,0.000125
1.526790738105774,0.7233862280845642,1.6834468841552734,0.7125244140625,0.000125
1.5174700021743774,0.725202202796936,1.6702077388763428,0.6885843276977539,0.000125
1.5146428346633911,0.7280219197273254,1.6887543201446533,0.6965035200119019,0.000125
1.4779146909713745,0.7346179485321045,1.6385878324508667,0.7151520848274231,6.25e-05
1.4688831567764282,0.7410581707954407,1.653463363647461,0.7012754082679749,6.25e-05
1.4503282308578491,0.7457497119903564,1.6529090404510498,0.7163913249969482,6.25e-05
1.4512301683425903,0.7445029020309448,1.6445609331130981,0.7131750583648682,6.25e-05
1.4307063817977905,0.7547258138656616,1.6522871255874634,0.7105361819267273,3.125e-05
1.4300305843353271,0.7550203800201416,1.6493465900421143,0.7049362063407898,3.125e-05
1.4255496263504028,0.7561739087104797,1.6494635343551636,0.7070631384849548,3.125e-05
