loss,accuracy,val_loss,val_accuracy,lr
1.3788917064666748,0.4430905282497406,0.9964084029197693,0.5094689130783081,0.001
0.9102936387062073,0.5675101280212402,0.834647536277771,0.6141421794891357,0.001
0.7926728129386902,0.6548123359680176,0.7294982671737671,0.7002941370010376,0.001
0.6841624975204468,0.7323043942451477,0.6973456740379333,0.7340937256813049,0.001
0.6330084800720215,0.7591639757156372,0.6457207202911377,0.7515481114387512,0.001
0.5992172956466675,0.77028489112854,0.5974950790405273,0.7621344923973083,0.001
0.5564947724342346,0.7822092771530151,0.5593724250793457,0.7798598408699036,0.001
0.5330186486244202,0.7895171642303467,0.4966138005256653,0.800676703453064,0.001
0.4864790141582489,0.8067532181739807,0.4805549085140228,0.8074754476547241,0.001
0.45693501830101013,0.8192172646522522,0.4422893524169922,0.8231221437454224,0.001
0.44244784116744995,0.8248060345649719,0.434182733297348,0.8282777667045593,0.001
0.41750046610832214,0.8360156416893005,0.40764233469963074,0.8376718759536743,0.001
0.40808340907096863,0.8403916954994202,0.40011999011039734,0.8410602807998657,0.001
0.39448410272598267,0.8459830284118652,0.3876323997974396,0.847539484500885,0.001
0.37596920132637024,0.8537251949310303,0.363058865070343,0.8581538796424866,0.001
0.36441901326179504,0.8578640222549438,0.3629237115383148,0.8583598136901855,0.001
0.3631737232208252,0.8585193753242493,0.372037798166275,0.8552435636520386,0.001
0.34990277886390686,0.8637701869010925,0.34703612327575684,0.8654441237449646,0.001
0.33589473366737366,0.8687099814414978,0.3678983747959137,0.8596238493919373,0.001
0.32100021839141846,0.8749593496322632,0.3466933071613312,0.8671629428863525,0.001
0.31672531366348267,0.8766429424285889,0.33091840147972107,0.8731573224067688,0.001
0.30999958515167236,0.8793498277664185,0.3353300988674164,0.8699584603309631,0.001
0.31060028076171875,0.8787816762924194,0.33891209959983826,0.870100736618042,0.001
0.2968157231807709,0.8844909071922302,0.317651629447937,0.879104495048523,0.001
0.2945423722267151,0.8850513696670532,0.3255157172679901,0.8759353160858154,0.001
0.2873994708061218,0.8878291249275208,0.32584089040756226,0.8759027719497681,0.001
0.2698397934436798,0.8943650126457214,0.30955255031585693,0.8846766948699951,0.001
0.267628937959671,0.8948049545288086,0.3251896798610687,0.8790827989578247,0.001
0.2623942196369171,0.8971323370933533,0.30543383955955505,0.884723424911499,0.001
0.2704760730266571,0.8947194218635559,0.3296810984611511,0.8768940567970276,0.001
0.27261805534362793,0.8932071924209595,0.31300997734069824,0.883271336555481,0.001
0.2604917287826538,0.8975667953491211,0.30414527654647827,0.8859989047050476,0.001
0.2481215000152588,0.9025124907493591,0.3033803701400757,0.8882325887680054,0.001
0.24425473809242249,0.9036738276481628,0.31588906049728394,0.8837565183639526,0.001
0.2448207437992096,0.9032750129699707,0.2992319166660309,0.8889901041984558,0.001
0.23029348254203796,0.9085238575935364,0.3259940445423126,0.885745644569397,0.001
0.2297697514295578,0.9083199501037598,0.3120000660419464,0.8877050876617432,0.001
0.22689682245254517,0.9097956418991089,0.3051604628562927,0.8889089822769165,0.001
0.21385030448436737,0.914222240447998,0.3037951588630676,0.8917261362075806,0.0005
0.20619037747383118,0.9169814586639404,0.29854631423950195,0.8948381543159485,0.0005
