loss,accuracy,val_loss,val_accuracy,lr
0.45841050148010254,0.8281972408294678,7.625382900238037,0.7130111455917358,0.001
0.33275941014289856,0.874962329864502,1.3261303901672363,0.7930719256401062,0.001
0.30883848667144775,0.8824100494384766,0.6653150320053101,0.8158956170082092,0.001
0.3051391839981079,0.8836928009986877,0.8451254367828369,0.6862785220146179,0.001
0.30159053206443787,0.8840595483779907,1.0565873384475708,0.7043306231498718,0.001
0.30125731229782104,0.8840079307556152,0.6043205261230469,0.809050440788269,0.001
0.2972046434879303,0.8866209983825684,0.7200482487678528,0.7383151650428772,0.001
0.29465630650520325,0.886004626750946,0.6981279850006104,0.7517223954200745,0.001
0.279130756855011,0.8919614553451538,0.5620138049125671,0.8023031949996948,0.001
0.2789059281349182,0.8914434909820557,1.2764655351638794,0.7041611671447754,0.001
0.2756870985031128,0.8924153447151184,2.284606456756592,0.33248406648635864,0.001
0.2757585644721985,0.8929378390312195,0.5363879203796387,0.7990652918815613,0.001
0.27455735206604004,0.8934435844421387,1.1553065776824951,0.6881473064422607,0.001
0.274406373500824,0.8933554887771606,0.9462083578109741,0.7311762571334839,0.001
0.2695563733577728,0.8950769305229187,2.3839807510375977,0.6027008891105652,0.001
0.2546714246273041,0.8994454741477966,2.345189094543457,0.5855990052223206,0.0005
0.2572038769721985,0.8984127640724182,1.0284229516983032,0.7009631991386414,0.0005
0.24230431020259857,0.9040831327438354,1.0994713306427002,0.7099766731262207,0.0005
0.2339400202035904,0.9069916009902954,0.9534943103790283,0.7312728762626648,0.00025
0.22885490953922272,0.9092156291007996,0.5864232182502747,0.8005387783050537,0.00025
0.22613218426704407,0.9099072217941284,0.46276217699050903,0.8343533277511597,0.00025
0.22421874105930328,0.9104061722755432,0.3742161691188812,0.8581901788711548,0.00025
0.21984083950519562,0.9122989773750305,0.38373708724975586,0.8581421375274658,0.00025
0.21579693257808685,0.913825511932373,0.40834641456604004,0.8582400679588318,0.00025
0.22087500989437103,0.9114214181900024,0.3861837089061737,0.8542741537094116,0.00025
0.21404588222503662,0.9142155647277832,0.3533502221107483,0.8690448999404907,0.000125
0.21528510749340057,0.9139772057533264,0.35870659351348877,0.8697706460952759,0.000125
0.21153847873210907,0.9152553677558899,0.3414270579814911,0.8770379424095154,0.000125
0.20924238860607147,0.91591477394104,0.31473368406295776,0.8853738903999329,0.000125
0.20875108242034912,0.9159300327301025,0.31816670298576355,0.8861516714096069,0.000125
0.20697487890720367,0.9165034294128418,0.31597059965133667,0.8851321935653687,0.000125
0.20705944299697876,0.9166982769966125,0.3251585364341736,0.8836347460746765,0.000125
0.2043645977973938,0.9177259802818298,0.3135552704334259,0.8878484964370728,6.25e-05
0.2021896094083786,0.9185373187065125,0.3068203628063202,0.8900229334831238,6.25e-05
0.20164072513580322,0.9185374975204468,0.3039606213569641,0.8919668197631836,6.25e-05
0.2016313225030899,0.9188355803489685,0.2965254783630371,0.8936868906021118,6.25e-05
0.2036604881286621,0.9176511764526367,0.29391607642173767,0.8937714099884033,6.25e-05
0.201660618185997,0.9189916253089905,0.2870843708515167,0.8964745998382568,6.25e-05
0.19950184226036072,0.9190192818641663,0.2884930670261383,0.8966635465621948,6.25e-05
0.1962357610464096,0.9206679463386536,0.2840730845928192,0.8986070156097412,6.25e-05
